{31C68071-FE61-FEE3-E063-4804A8C04F37},219000,14/02/2025 00:00,BN1 4HT,F,N,L,55,FIRST FLOOR FLAT,ROSE HILL CLOSE,,BRIGHTON,BRIGHTON AND HOVE,BRIGHTON AND HOVE,A,A
{31C68071-FE63-FEE3-E063-4804A8C04F37},140000,14/03/2025 00:00,BN25 2EL,F,N,L,HAMILTON HOUSE,23,BELGRAVE ROAD,,SEAFORD,LEWES,EAST SUSSEX,A,A
{31C68071-FE65-FEE3-E063-4804A8C04F37},245000,19/02/2025 00:00,BN3 5AB,F,N,L,7,,COLERIDGE STREET,,HOVE,BRIGHTON AND HOVE,BRIGHTON AND HOVE,A,A
{31C68071-FE69-FEE3-E063-4804A8C04F37},415000,19/03/2025 00:00,BN1 7HT,T,N,F,35,,BURSTEAD CLOSE,,BRIGHTON,BRIGHTON AND HOVE,BRIGHTON AND HOVE,A,A
{31C68071-FE6A-FEE3-E063-4804A8C04F37},352500,03/02/2025 00:00,BN2 3EH,F,N,L,55,,SANDOWN ROAD,,BRIGHTON,BRIGHTON AND HOVE,BRIGHTON AND HOVE,A,A
{31C68071-FE6C-FEE3-E063-4804A8C04F37},255000,07/03/2025 00:00,BN3 2TH,F,N,L,31,FLAT 2,ST AUBYNS,,HOVE,BRIGHTON AND HOVE,BRIGHTON AND HOVE,A,A
{31C68071-FE70-FEE3-E063-4804A8C04F37},520000,11/02/2025 00:00,BN1 7FD,D,N,F,18,,LAMBOURNE ROAD,,BRIGHTON,BRIGHTON AND HOVE,BRIGHTON AND HOVE,A,A
{31C68071-FE71-FEE3-E063-4804A8C04F37},426000,17/02/2025 00:00,BN1 3PS,F,N,L,42,FIRST AND SECOND FLOOR MAISONETTE,COMPTON AVENUE,,BRIGHTON,BRIGHTON AND HOVE,BRIGHTON AND HOVE,A,A
{31C68071-FE72-FEE3-E063-4804A8C04F37},345000,24/03/2025 00:00,BN23 7FB,D,N,F,7,,FINCHLEY PLACE,,EASTBOURNE,EASTBOURNE,EAST SUSSEX,A,A
{31C68071-FE73-FEE3-E063-4804A8C04F37},425000,06/03/2025 00:00,BN27 4FN,D,N,F,10,,FOXGLOVE DRIVE,HELLINGLY,HAILSHAM,WEALDEN,EAST SUSSEX,A,A
{31C68071-FE76-FEE3-E063-4804A8C04F37},282500,07/03/2025 00:00,BN3 1TH,F,N,L,16,FLAT 2,MELVILLE ROAD,,HOVE,BRIGHTON AND HOVE,BRIGHTON AND HOVE,A,A
{31C68071-FE77-FEE3-E063-4804A8C04F37},305000,11/03/2025 00:00,BN3 1QB,F,N,L,11,FLAT 4,DAVIGDOR ROAD,,HOVE,BRIGHTON AND HOVE,BRIGHTON AND HOVE,A,A
{31C68071-FE78-FEE3-E063-4804A8C04F37},425000,14/02/2025 00:00,BN25 2QX,F,N,L,"WEST BEACH COURT, 54",FLAT 3,MARINE PARADE,,SEAFORD,LEWES,EAST SUSSEX,A,A
{31C68071-FE79-FEE3-E063-4804A8C04F37},257000,03/03/2025 00:00,BN2 3PE,F,N,L,95,GROUND FLOOR FLAT,BRADING ROAD,,BRIGHTON,BRIGHTON AND HOVE,BRIGHTON AND HOVE,A,A
{31C68071-FE7A-FEE3-E063-4804A8C04F37},158000,17/03/2025 00:00,BN21 4SA,F,N,L,"BERKELEY HOUSE, 26 - 28",FLAT 22,GILDREDGE ROAD,,EASTBOURNE,EASTBOURNE,EAST SUSSEX,A,A
{31C68071-FE7B-FEE3-E063-4804A8C04F37},325000,26/02/2025 00:00,BN22 0AR,S,N,F,15,,CAMPBELL DRIVE,,EASTBOURNE,WEALDEN,EAST SUSSEX,A,A
{31C68071-FE7C-FEE3-E063-4804A8C04F37},373500,17/02/2025 00:00,BN41 1DB,F,N,L,11,GROUND FLOOR FLAT,ST ANDREWS ROAD,PORTSLADE,BRIGHTON,BRIGHTON AND HOVE,BRIGHTON AND HOVE,A,A
{31C68071-FE7D-FEE3-E063-4804A8C04F37},485000,07/01/2025 00:00,BN27 4FP,D,N,F,63,,HONEYSUCKLE AVENUE,HELLINGLY,HAILSHAM,WEALDEN,EAST SUSSEX,A,A
{31C68071-FE7E-FEE3-E063-4804A8C04F37},230000,26/02/2025 00:00,BN23 6EQ,F,N,L,18,,ROYAL SOVEREIGN VIEW,,EASTBOURNE,EASTBOURNE,EAST SUSSEX,A,A
{31C68071-FE81-FEE3-E063-4804A8C04F37},540000,20/02/2025 00:00,BN8 4FN,S,N,F,25,,OLD BRICKWORKS LANE,SOUTH CHAILEY,LEWES,LEWES,EAST SUSSEX,A,A
{31C68071-FE86-FEE3-E063-4804A8C04F37},417000,21/02/2025 00:00,BN10 8FN,D,N,F,18,,LINNET CRESCENT,,PEACEHAVEN,LEWES,EAST SUSSEX,A,A
{31C68071-FE87-FEE3-E063-4804A8C04F37},266000,13/02/2025 00:00,BN23 7FR,T,N,F,14,,ROSEFINCH WAY,,EASTBOURNE,EASTBOURNE,EAST SUSSEX,A,A
{31C68071-FE89-FEE3-E063-4804A8C04F37},270000,21/02/2025 00:00,BN23 7DS,T,N,F,13,,ETCHINGHAM ROAD,,EASTBOURNE,EASTBOURNE,EAST SUSSEX,A,A
{31C68071-FE8A-FEE3-E063-4804A8C04F37},154950,13/03/2025 00:00,BN21 3QD,F,N,L,47,FLAT 3,LANGNEY ROAD,,EASTBOURNE,EASTBOURNE,EAST SUSSEX,A,A
{31C68071-FE8C-FEE3-E063-4804A8C04F37},450000,05/03/2025 00:00,BN3 2PJ,F,N,L,18B,,FOURTH AVENUE,,HOVE,BRIGHTON AND HOVE,BRIGHTON AND HOVE,A,A
{31C68071-FE8E-FEE3-E063-4804A8C04F37},618900,27/03/2025 00:00,BN1 3LP,T,N,F,19,,ST NICHOLAS ROAD,,BRIGHTON,BRIGHTON AND HOVE,BRIGHTON AND HOVE,A,A
{31C68071-FE8F-FEE3-E063-4804A8C04F37},420000,28/02/2025 00:00,BN3 5EU,F,N,L,"THE PINNACLE, 8",APARTMENT 21,SCHOOL ROAD,,HOVE,BRIGHTON AND HOVE,BRIGHTON AND HOVE,A,A
{31C68071-FE90-FEE3-E063-4804A8C04F37},390000,28/03/2025 00:00,BN27 4FN,D,N,F,19,,FOXGLOVE DRIVE,HELLINGLY,HAILSHAM,WEALDEN,EAST SUSSEX,A,A
{31C68071-FE94-FEE3-E063-4804A8C04F37},400000,13/03/2025 00:00,BN22 0DA,D,N,F,39,,WOOLLER STREET,,EASTBOURNE,WEALDEN,EAST SUSSEX,A,A
{31C68071-FED4-FEE3-E063-4804A8C04F37},365000,28/02/2025 00:00,BN3 1HG,F,N,L,8,FLAT 1,LANSDOWNE PLACE,,HOVE,BRIGHTON AND HOVE,BRIGHTON AND HOVE,A,A
{31C68071-FF3F-FEE3-E063-4804A8C04F37},285000,11/03/2025 00:00,BN26 6EY,S,N,F,5,,SOUTHERN AVENUE,,POLEGATE,WEALDEN,EAST SUSSEX,A,A
{31C68071-FF52-FEE3-E063-4804A8C04F37},232000,10/03/2025 00:00,BN3 1PY,F,N,L,THE VINERIES,FLAT 7,NIZELLS AVENUE,,HOVE,BRIGHTON AND HOVE,BRIGHTON AND HOVE,A,A
{31C68071-FF54-FEE3-E063-4804A8C04F37},260000,28/02/2025 00:00,BN2 3LB,F,N,L,13,FLAT 3,GLADSTONE TERRACE,,BRIGHTON,BRIGHTON AND HOVE,BRIGHTON AND HOVE,A,A
{31C68071-FF56-FEE3-E063-4804A8C04F37},317500,17/02/2025 00:00,BN3 1WG,F,N,L,PETWORTH HOUSE,FLAT 8,DAVIGDOR ROAD,,HOVE,BRIGHTON AND HOVE,BRIGHTON AND HOVE,A,A
{31C68071-FF5C-FEE3-E063-4804A8C04F37},170000,03/01/2025 00:00,BN1 5JE,F,N,L,"ASH HOUSE, 26",FLAT 1,TONGDEAN LANE,WITHDEAN,BRIGHTON,BRIGHTON AND HOVE,BRIGHTON AND HOVE,A,A
{31C68071-FF5D-FEE3-E063-4804A8C04F37},217000,07/03/2025 00:00,BN2 3AW,F,N,L,9,FIRST FLOOR FLAT,DE MONTFORT ROAD,,BRIGHTON,BRIGHTON AND HOVE,BRIGHTON AND HOVE,A,A
{31C68071-FF5F-FEE3-E063-4804A8C04F37},465000,14/02/2025 00:00,BN1 6LD,F,N,L,"RESIDENCE, 99",APARTMENT 1,PRESTON DROVE,,BRIGHTON,BRIGHTON AND HOVE,BRIGHTON AND HOVE,A,A
{31C68071-FF62-FEE3-E063-4804A8C04F37},313000,21/02/2025 00:00,BN8 4AU,D,N,F,FANTASY,,KILNWOOD LANE,SOUTH CHAILEY,LEWES,LEWES,EAST SUSSEX,A,A
